source_ip_address,source_port_number,destination_ip_address,destination_port_number,is_ack,destination_mac_address,acknowledge_number,is_rst,is_cwr,is_fin,total_ip_packet_length,window_size,network_protocol,is_psh,is_syn,is_urg,transport_protocol,ttl,ip_identifier,sequence_number,is_ece,source_mac_address,attack_flag,attack_step,attack_name
127.0.0.1,7443,127.0.0.1,40046,1,00:00:00:00:00:00,1299847159,0,0,1,1298,512,IP,1,0,0,TCP,64,34603,918074420,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40046,127.0.0.1,7443,1,00:00:00:00:00:00,918075667,0,0,0,52,503,IP,0,0,0,TCP,64,22977,1299847159,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40046,127.0.0.1,7443,1,00:00:00:00:00:00,918075667,0,0,1,52,512,IP,0,0,0,TCP,64,22978,1299847159,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40046,1,00:00:00:00:00:00,1299847160,0,0,0,52,512,IP,0,0,0,TCP,64,0,918075667,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40060,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,18522,1934177410,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40060,1,00:00:00:00:00:00,1934177411,0,0,0,60,65483,IP,0,0,0,TCP,64,0,1268352969,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40060,127.0.0.1,7443,1,00:00:00:00:00:00,1268352970,0,0,0,52,512,IP,0,0,0,TCP,64,18523,1934177411,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40060,127.0.0.1,7443,1,00:00:00:00:00:00,1268352970,0,0,0,309,512,IP,1,0,0,TCP,64,18524,1934177411,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40060,1,00:00:00:00:00:00,1934177668,0,0,0,52,510,IP,0,0,0,TCP,64,5960,1268352970,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40060,1,00:00:00:00:00:00,1934177668,0,0,0,1187,512,IP,1,0,0,TCP,64,5961,1268352970,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40060,127.0.0.1,7443,1,00:00:00:00:00:00,1268354105,0,0,0,52,504,IP,0,0,0,TCP,64,18525,1934177668,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40060,127.0.0.1,7443,1,00:00:00:00:00:00,1268354105,0,0,0,959,512,IP,1,0,0,TCP,64,18526,1934177668,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40060,127.0.0.1,7443,1,00:00:00:00:00:00,1268354105,0,0,0,203,512,IP,1,0,0,TCP,64,18527,1934178575,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40060,1,00:00:00:00:00:00,1934178726,0,0,0,52,504,IP,0,0,0,TCP,64,5962,1268354105,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40060,1,00:00:00:00:00:00,1934178726,0,0,0,595,507,IP,1,0,0,TCP,64,5963,1268354105,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40060,1,00:00:00:00:00:00,1934178726,0,0,1,1099,512,IP,1,0,0,TCP,64,5964,1268354648,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40060,127.0.0.1,7443,1,00:00:00:00:00:00,1268355696,0,0,0,52,503,IP,0,0,0,TCP,64,18528,1934178726,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40060,127.0.0.1,7443,1,00:00:00:00:00:00,1268355696,0,0,1,52,512,IP,0,0,0,TCP,64,18529,1934178726,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40060,1,00:00:00:00:00:00,1934178727,0,0,0,52,512,IP,0,0,0,TCP,64,0,1268355696,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40068,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,26359,3644745421,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40068,1,00:00:00:00:00:00,3644745422,0,0,0,60,65483,IP,0,0,0,TCP,64,0,3087386382,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40068,127.0.0.1,7443,1,00:00:00:00:00:00,3087386383,0,0,0,52,512,IP,0,0,0,TCP,64,26360,3644745422,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40068,127.0.0.1,7443,1,00:00:00:00:00:00,3087386383,0,0,0,309,512,IP,1,0,0,TCP,64,26361,3644745422,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40068,1,00:00:00:00:00:00,3644745679,0,0,0,52,510,IP,0,0,0,TCP,64,30376,3087386383,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40068,1,00:00:00:00:00:00,3644745679,0,0,0,1187,512,IP,1,0,0,TCP,64,30377,3087386383,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40068,127.0.0.1,7443,1,00:00:00:00:00:00,3087387518,0,0,0,52,504,IP,0,0,0,TCP,64,26362,3644745679,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40068,127.0.0.1,7443,1,00:00:00:00:00:00,3087387518,0,0,0,961,512,IP,1,0,0,TCP,64,26363,3644745679,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40068,127.0.0.1,7443,1,00:00:00:00:00:00,3087387518,0,0,0,203,512,IP,1,0,0,TCP,64,26364,3644746588,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40068,1,00:00:00:00:00:00,3644746739,0,0,0,52,504,IP,0,0,0,TCP,64,30378,3087387518,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40068,1,00:00:00:00:00:00,3644746739,0,0,0,595,507,IP,1,0,0,TCP,64,30379,3087387518,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40068,1,00:00:00:00:00:00,3644746739,0,0,1,1381,512,IP,1,0,0,TCP,64,30380,3087388061,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40068,127.0.0.1,7443,1,00:00:00:00:00:00,3087389391,0,0,0,52,502,IP,0,0,0,TCP,64,26365,3644746739,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40068,127.0.0.1,7443,1,00:00:00:00:00:00,3087389391,0,0,1,52,512,IP,0,0,0,TCP,64,26366,3644746739,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40068,1,00:00:00:00:00:00,3644746740,0,0,0,52,512,IP,0,0,0,TCP,64,0,3087389391,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40084,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,48298,1066879544,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40084,1,00:00:00:00:00:00,1066879545,0,0,0,60,65483,IP,0,0,0,TCP,64,0,904653419,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40084,127.0.0.1,7443,1,00:00:00:00:00:00,904653420,0,0,0,52,512,IP,0,0,0,TCP,64,48299,1066879545,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40084,127.0.0.1,7443,1,00:00:00:00:00:00,904653420,0,0,0,309,512,IP,1,0,0,TCP,64,48300,1066879545,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40084,1,00:00:00:00:00:00,1066879802,0,0,0,52,510,IP,0,0,0,TCP,64,64735,904653420,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40084,1,00:00:00:00:00:00,1066879802,0,0,0,1188,512,IP,1,0,0,TCP,64,64736,904653420,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40084,127.0.0.1,7443,1,00:00:00:00:00:00,904654556,0,0,0,52,504,IP,0,0,0,TCP,64,48301,1066879802,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40084,127.0.0.1,7443,1,00:00:00:00:00:00,904654556,0,0,0,960,512,IP,1,0,0,TCP,64,48302,1066879802,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40084,127.0.0.1,7443,1,00:00:00:00:00:00,904654556,0,0,0,203,512,IP,1,0,0,TCP,64,48303,1066880710,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40084,1,00:00:00:00:00:00,1066880861,0,0,0,52,504,IP,0,0,0,TCP,64,64737,904654556,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40084,1,00:00:00:00:00:00,1066880861,0,0,0,595,507,IP,1,0,0,TCP,64,64738,904654556,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40084,1,00:00:00:00:00:00,1066880861,0,0,1,1381,512,IP,1,0,0,TCP,64,64739,904655099,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40084,127.0.0.1,7443,1,00:00:00:00:00:00,904656429,0,0,0,52,502,IP,0,0,0,TCP,64,48304,1066880861,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40084,127.0.0.1,7443,1,00:00:00:00:00:00,904656429,0,0,1,52,512,IP,0,0,0,TCP,64,48305,1066880861,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40084,1,00:00:00:00:00:00,1066880862,0,0,0,52,512,IP,0,0,0,TCP,64,0,904656429,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40090,127.0.0.1,7443,0,00:00:00:00:00:00,0,0,0,0,60,65495,IP,0,1,0,TCP,64,15130,620684657,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40090,1,00:00:00:00:00:00,620684658,0,0,0,60,65483,IP,0,0,0,TCP,64,0,1576095541,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40090,127.0.0.1,7443,1,00:00:00:00:00:00,1576095542,0,0,0,52,512,IP,0,0,0,TCP,64,15131,620684658,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40090,127.0.0.1,7443,1,00:00:00:00:00:00,1576095542,0,0,0,309,512,IP,1,0,0,TCP,64,15132,620684658,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40090,1,00:00:00:00:00:00,620684915,0,0,0,52,510,IP,0,0,0,TCP,64,19774,1576095542,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,7443,127.0.0.1,40090,1,00:00:00:00:00:00,620684915,0,0,0,1187,512,IP,1,0,0,TCP,64,19775,1576095542,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40090,127.0.0.1,7443,1,00:00:00:00:00:00,1576096677,0,0,0,52,504,IP,0,0,0,TCP,64,15133,620684915,0,00:00:00:00:00:00,0,benign,normal
127.0.0.1,40090,127.0.0.1,7443,1,00:00:00:00:00:00,1576096677,0,0,0,959,512,IP,1,0,0,TCP,64,15134,620684915,0,00:00:00:00:00:00,0,benign,normal
